Loop detection ... Done
Garbage collector... Done
Loop I/O... Done
Debug graph... Done
Algorithm reconstruction... Done
Algorithm graph... Done
Dump results... Done
         1583740 function calls (1583100 primitive calls) in 5.711 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      376    0.001    0.000    0.002    0.000 pydot.py:618(get_parent_graph)
        1    0.000    0.000    0.002    0.002 pyparsing.py:3197(oneOf)
       50    0.001    0.000    0.002    0.000 pydot.py:1349(add_edge)
        1    0.001    0.001    0.002    0.002 glob.py:1(<module>)
       40    0.001    0.000    0.002    0.000 copy.py:300(_reconstruct)
        2    0.000    0.000    0.002    0.001 pydot.py:1046(__init__)
        2    0.002    0.001    0.002    0.001 {nt.close}
      852    0.001    0.000    0.001    0.000 variable.py:13(incrementSize)
       16    0.001    0.000    0.001    0.000 sre_compile.py:264(_mk_bitmap)
      525    0.001    0.000    0.001    0.000 copy.py:112(_copy_with_constructor)
       12    0.000    0.000    0.001    0.000 pyparsing.py:3003(postParse)
       30    0.001    0.000    0.001    0.000 {nt.stat}
       32    0.001    0.000    0.001    0.000 pydot.py:1246(add_node)
       26    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.001    0.001 warnings.py:45(filterwarnings)
        1    0.001    0.001    0.001    0.001 collections.py:1(<module>)
       28    0.000    0.000    0.001    0.000 pyparsing.py:2587(__init__)
        2    0.000    0.000    0.001    0.001 tempfile.py:219(_mkstemp_inner)
        3    0.001    0.000    0.001    0.000 {nt.open}
      121    0.000    0.000    0.001    0.000 pydot.py:1085(get_top_graph_type)
      142    0.001    0.000    0.001    0.000 pyparsing.py:275(__new__)
    65/62    0.000    0.000    0.001    0.000 pyparsing.py:108(_ustr)
       40    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      650    0.001    0.000    0.001    0.000 sre_compile.py:24(_identityfunction)
       23    0.000    0.000    0.001    0.000 pyparsing.py:1153(__add__)
       50    0.000    0.000    0.001    0.000 pydot.py:892(__hash__)
       17    0.000    0.000    0.001    0.000 pyparsing.py:2967(__init__)
       99    0.001    0.000    0.001    0.000 pyparsing.py:676(__init__)
      177    0.001    0.000    0.001    0.000 sre_parse.py:144(append)
  142/140    0.001    0.000    0.001    0.000 pyparsing.py:284(__init__)
        6    0.001    0.000    0.001    0.000 {open}
      535    0.001    0.000    0.001    0.000 {method 'reverse' of 'list' objects}
        3    0.001    0.000    0.001    0.000 {nt.unlink}
        2    0.000    0.000    0.001    0.000 subprocess.py:492(list2cmdline)
      166    0.000    0.000    0.001    0.000 sre_parse.py:132(__len__)
       51    0.000    0.000    0.001    0.000 loopTrace.py:398(createLoops)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:2269(streamline)
     23/4    0.000    0.000    0.001    0.000 pyparsing.py:2627(streamline)
        6    0.000    0.000    0.001    0.000 pyparsing.py:717(setResultsName)
       21    0.000    0.000    0.001    0.000 pydot.py:897(__eq__)
       41    0.000    0.000    0.001    0.000 ntpath.py:63(join)
       23    0.000    0.000    0.001    0.000 pyparsing.py:2322(__init__)
        2    0.000    0.000    0.001    0.000 subprocess.py:700(_get_handles)
       82    0.000    0.000    0.001    0.000 {hasattr}
       17    0.000    0.000    0.000    0.000 pyparsing.py:1486(__init__)
        6    0.000    0.000    0.000    0.000 loopTrace.py:370(createLoopInstance)
      272    0.000    0.000    0.000    0.000 {min}
      100    0.000    0.000    0.000    0.000 pydot.py:929(parse_node_ref)
        1    0.000    0.000    0.000    0.000 instructionsTrace.py:4(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1447(__init__)
      165    0.000    0.000    0.000    0.000 pyparsing.py:1413(__getattr__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3308(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
      237    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       29    0.000    0.000    0.000    0.000 pyparsing.py:2217(__init__)
       33    0.000    0.000    0.000    0.000 sre_compile.py:360(_simple)
      192    0.000    0.000    0.000    0.000 pydot.py:880(get_source)
       32    0.000    0.000    0.000    0.000 pyparsing.py:1674(parseImpl)
        1    0.000    0.000    0.000    0.000 win32con.py:2(<module>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:139(_str2dict)
       72    0.000    0.000    0.000    0.000 pyparsing.py:894(preParse)
       36    0.000    0.000    0.000    0.000 pyparsing.py:421(__iadd__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:478(copy)
        6    0.000    0.000    0.000    0.000 subprocess.py:757(_make_inheritable)
      176    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       24    0.000    0.000    0.000    0.000 sre_parse.py:184(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:339(__delitem__)
        3    0.000    0.000    0.000    0.000 tempfile.py:127(next)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(delimitedList)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3189(_escapeRegexRangeChars)
      167    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {_subprocess.DuplicateHandle}
      150    0.000    0.000    0.000    0.000 pydot.py:886(get_destination)
        1    0.000    0.000    0.000    0.000 algorithm.py:103(dumpResults)
        4    0.000    0.000    0.000    0.000 pydot.py:445(RegQueryValueEx)
       11    0.000    0.000    0.000    0.000 pyparsing.py:1719(__str__)
       41    0.000    0.000    0.000    0.000 ntpath.py:55(isabs)
       48    0.000    0.000    0.000    0.000 sre_compile.py:480(isstring)
       88    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      113    0.000    0.000    0.000    0.000 sre_parse.py:96(__init__)
      132    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1E1FED58}
       40    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
      150    0.000    0.000    0.000    0.000 {hash}
       11    0.000    0.000    0.000    0.000 pyparsing.py:1787(__str__)
        3    0.000    0.000    0.000    0.000 ntpath.py:454(abspath)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2794(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1451(setName)
        8    0.000    0.000    0.000    0.000 loopTrace.py:455(closeLoop)
       17    0.000    0.000    0.000    0.000 pyparsing.py:709(setName)
       19    0.000    0.000    0.000    0.000 sre_parse.py:263(_escape)
       25    0.000    0.000    0.000    0.000 sre_parse.py:231(_class_escape)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1245(__or__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:453(_asStringList)
       32    0.000    0.000    0.000    0.000 pydot.py:1307(get_node)
       32    0.000    0.000    0.000    0.000 pyparsing.py:1506(parseImpl)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
       82    0.000    0.000    0.000    0.000 pydot.py:1236(get_next_sequence_number)
       80    0.000    0.000    0.000    0.000 {getattr}
        4    0.000    0.000    0.000    0.000 pydot.py:440(RegOpenKeyEx)
        2    0.000    0.000    0.000    0.000 genericpath.py:38(isdir)
        1    0.000    0.000    0.000    0.000 weakref.py:6(<module>)
        2    0.000    0.000    0.000    0.000 ntpath.py:203(dirname)
      105    0.000    0.000    0.000    0.000 {unichr}
       12    0.000    0.000    0.000    0.000 pyparsing.py:3302(<lambda>)
       18    0.000    0.000    0.000    0.000 random.py:259(choice)
        1    0.000    0.000    0.000    0.000 threading.py:737(__init__)
        3    0.000    0.000    0.000    0.000 ntpath.py:398(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:164(split)
       25    0.000    0.000    0.000    0.000 pyparsing.py:1375(__str__)
        4    0.000    0.000    0.000    0.000 {_subprocess.CreatePipe}
       30    0.000    0.000    0.000    0.000 pyparsing.py:365(__bool__)
       82    0.000    0.000    0.000    0.000 pydot.py:657(set_sequence)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
       82    0.000    0.000    0.000    0.000 pydot.py:613(set_parent_graph)
       83    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:52(create_string_buffer)
        6    0.000    0.000    0.000    0.000 pyparsing.py:841(setParseAction)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:337(__init__)
        2    0.000    0.000    0.000    0.000 tempfile.py:119(__init__)
       11    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       82    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       74    0.000    0.000    0.000    0.000 pyparsing.py:1381(streamline)
       84    0.000    0.000    0.000    0.000 {method 'has_key' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:2445(__init__)
       15    0.000    0.000    0.000    0.000 loopTrace.py:191(equal)
       22    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:420(__getattr__)
       64    0.000    0.000    0.000    0.000 pydot.py:761(get_name)
        2    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
       54    0.000    0.000    0.000    0.000 pyparsing.py:1331(setWhitespaceChars)
        3    0.000    0.000    0.000    0.000 __init__.py:480(PYFUNCTYPE)
        4    0.000    0.000    0.000    0.000 __init__.py:363(__getattr__)
        6    0.000    0.000    0.000    0.000 {map}
       70    0.000    0.000    0.000    0.000 pyparsing.py:909(postParse)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3015(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2045(__init__)
       46    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2301(setResultsName)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1305(__invert__)
        6    0.000    0.000    0.000    0.000 loopTrace.py:210(__init__)
       34    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 threading.py:424(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method Close}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2813(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2677(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:140(_candidate_tempdir_list)
        2    0.000    0.000    0.000    0.000 tempfile.py:205(_get_candidate_names)
       24    0.000    0.000    0.000    0.000 {_sre.compile}
        4    0.000    0.000    0.000    0.000 pyparsing.py:326(__setitem__)
        5    0.000    0.000    0.000    0.000 {nt.fdopen}
        1    0.000    0.000    0.000    0.000 loopTrace.py:219(garbageCollector)
        5    0.000    0.000    0.000    0.000 re.py:206(escape)
        6    0.000    0.000    0.000    0.000 pyparsing.py:747(_normalizeParseActionArgs)
       40    0.000    0.000    0.000    0.000 {built-in method group}
       13    0.000    0.000    0.000    0.000 pyparsing.py:1728(charsAsStr)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2101(__init__)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {_subprocess.GetExitCodeProcess}
       31    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {id}
        2    0.000    0.000    0.000    0.000 pyparsing.py:2710(__init__)
       33    0.000    0.000    0.000    0.000 sre_parse.py:140(__setitem__)
        4    0.000    0.000    0.000    0.000 __init__.py:370(__getitem__)
       35    0.000    0.000    0.000    0.000 utilities.py:36(isAscii)
       34    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 pyparsing.py:2799(parseImpl)
       24    0.000    0.000    0.000    0.000 sre_parse.py:73(__init__)
        3    0.000    0.000    0.000    0.000 {function seed at 0x0206C470}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2484(__str__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        8    0.000    0.000    0.000    0.000 loopTrace.py:140(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3215(<lambda>)
       28    0.000    0.000    0.000    0.000 {hex}
        1    0.000    0.000    0.000    0.000 threading.py:357(Event)
        8    0.000    0.000    0.000    0.000 loopTrace.py:90(pop)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 threading.py:174(Condition)
        3    0.000    0.000    0.000    0.000 os.py:510(getenv)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1410(getException)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 loopTrace.py:87(push)
        1    0.000    0.000    0.000    0.000 threading.py:364(__init__)
        4    0.000    0.000    0.000    0.000 ntpath.py:42(normcase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2076(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:374(set)
       22    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3027(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2311(And)
        2    0.000    0.000    0.000    0.000 pydot.py:1541(set_parent_graph)
        3    0.000    0.000    0.000    0.000 {nt._getfullpathname}
        6    0.000    0.000    0.000    0.000 pyparsing.py:369(keys)
       18    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        6    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       17    0.000    0.000    0.000    0.000 pyparsing.py:1323(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 threading.py:179(__init__)
        3    0.000    0.000    0.000    0.000 os.py:444(get)
        1    0.000    0.000    0.000    0.000 algorithm.py:3(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:261(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:412(Thread)
       10    0.000    0.000    0.000    0.000 {repr}
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:3058(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2127(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:288(notifyAll)
       12    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2145(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1460(__init__)
       12    0.000    0.000    0.000    0.000 {_sre.getlower}
        2    0.000    0.000    0.000    0.000 subprocess.py:651(__del__)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 loopTrace.py:203(addInstance)
       12    0.000    0.000    0.000    0.000 {_ctypes.byref}
       12    0.000    0.000    0.000    0.000 {built-in method end}
       12    0.000    0.000    0.000    0.000 {_subprocess.GetCurrentProcess}
       12    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:666(ParserElement)
        2    0.000    0.000    0.000    0.000 {_ctypes.LoadLibrary}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 sre_parse.py:89(closegroup)
        8    0.000    0.000    0.000    0.000 {built-in method acquire}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
        4    0.000    0.000    0.000    0.000 {msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 pydot.py:1009(Graph)
        1    0.000    0.000    0.000    0.000 threading.py:270(notify)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3214(<lambda>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:171(__init__)
        2    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        3    0.000    0.000    0.000    0.000 {zip}
        2    0.000    0.000    0.000    0.000 pyparsing.py:405(__getattr__)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:483(SpooledTemporaryFile)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1013(resetCache)
        1    0.000    0.000    0.000    0.000 {math.exp}
        6    0.000    0.000    0.000    0.000 loopTrace.py:109(__init__)
        1    0.000    0.000    0.000    0.000 variable.py:3(<module>)
        2    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3019(postParse)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        7    0.000    0.000    0.000    0.000 {built-in method release}
        2    0.000    0.000    0.000    0.000 pyparsing.py:367(__iter__)
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
        6    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(ParseResults)
        1    0.000    0.000    0.000    0.000 {nt.getcwd}
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {_subprocess.GetStdHandle}
        1    0.000    0.000    0.000    0.000 weakref.py:219(WeakKeyDictionary)
        4    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        4    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:503(_set_ident)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:417(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:259(__init__)
        3    0.000    0.000    0.000    0.000 pydot.py:674(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:481(CFunctionType)
        4    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:33(WeakValueDictionary)
        1    0.000    0.000    0.000    0.000 algorithm.py:12(__init__)
        1    0.000    0.000    0.000    0.000 pydot.py:91(frozendict)
        2    0.000    0.000    0.000    0.000 subprocess.py:448(_cleanup)
        3    0.000    0.000    0.000    0.000 __init__.py:347(_FuncPtr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2646(__str__)
        1    0.000    0.000    0.000    0.000 pydot.py:556(Common)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 subprocess.py:560(Popen)
        1    0.000    0.000    0.000    0.000 threading.py:219(_is_owned)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        3    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pydot.py:1752(Dot)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2215(ParseExpression)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        4    0.000    0.000    0.000    0.000 {built-in method Detach}
        2    0.000    0.000    0.000    0.000 subprocess.py:858(_internal_poll)
        2    0.000    0.000    0.000    0.000 {math.log}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1517(Keyword)
        3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pydot.py:701(Node)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2440(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2585(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 __init__.py:416(LibraryLoader)
        1    0.000    0.000    0.000    0.000 threading.py:177(_Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:320(CDLL)
        1    0.000    0.000    0.000    0.000 loopTrace.py:22(executionHistory)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1484(Literal)
        1    0.000    0.000    0.000    0.000 loopTrace.py:85(stackOfLoop)
